stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,stair.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
88,0.5,20.0,107.6328688999638,,107.61742849997245,107.6328688999638,108.11654109996744,108.11654109996744,108.1335883999709,108.41610310017131,109.31759060011245,left,-20.0,0,0,1.1862850000616163,182413,001,2024-09-12_12h08.03.678,adaptive staircase,2024.1.5,None,2024-09-12 12h08.19.740376 +0530,
89,0.5,20.0,109.33290490019135,,109.31769459997304,109.33290490019135,109.83309390000068,109.83309390000068,109.83309390000068,110.13307370012626,110.8174883001484,right,20.0,1,1,0.9687487999908626,182413,001,2024-09-12_12h08.03.678,adaptive staircase,2024.1.5,None,2024-09-12 12h08.19.740376 +0530,
90,0.5,20.0,110.83308890019543,,110.81765320012346,110.83308890019543,111.31649080011994,111.31649080011994,111.33324589999393,111.61637259996496,113.28443740005605,left,-20.0,0,0,1.9557793999556452,182413,001,2024-09-12_12h08.03.678,adaptive staircase,2024.1.5,None,2024-09-12 12h08.19.740376 +0530,
91,0.5,20.0,113.29984790016897,,113.28461410012096,113.29984790016897,113.8002752000466,113.8002752000466,113.8002752000466,114.0997745001223,114.4177155001089,left,-20.0,0,0,0.607926300028339,182413,001,2024-09-12_12h08.03.678,adaptive staircase,2024.1.5,None,2024-09-12 12h08.19.740376 +0530,
92,0.5,20.0,114.43327699997462,,114.41789330006577,114.43327699997462,114.93334340001456,114.93334340001456,114.93334340001456,115.23307089996524,115.4179398000706,right,20.0,0,0,0.482241400051862,182413,001,2024-09-12_12h08.03.678,adaptive staircase,2024.1.5,None,2024-09-12 12h08.19.740376 +0530,
93,0.5,20.0,115.43349560000934,,115.41810580017045,115.43349560000934,115.93320940015838,115.93320940015838,115.93320940015838,116.23318940005265,116.58445150009356,left,-20.0,0,0,0.6422037000302225,182413,001,2024-09-12_12h08.03.678,adaptive staircase,2024.1.5,None,2024-09-12 12h08.19.740376 +0530,
94,0.5,20.0,116.59992970013991,,116.58457650011405,116.59992970013991,117.09996270015836,117.09996270015836,117.09996270015836,117.39997240016237,118.28455199999735,right,20.0,1,1,1.1769302999600768,182413,001,2024-09-12_12h08.03.678,adaptive staircase,2024.1.5,None,2024-09-12 12h08.19.740376 +0530,
95,0.5,20.0,118.29985950002447,,118.28467830014415,118.29985950002447,118.80005479999818,118.80005479999818,118.80005479999818,119.09995639999397,119.93419100018218,right,20.0,1,1,1.1254463999066502,182413,001,2024-09-12_12h08.03.678,adaptive staircase,2024.1.5,None,2024-09-12 12h08.19.740376 +0530,
96,0.5,20.0,119.94992320006713,,119.9342988000717,119.94992320006713,120.43335800012574,120.43335800012574,120.45012170006521,120.7333091001492,120.98495139996521,right,20.0,0,0,0.5463177000638098,182413,001,2024-09-12_12h08.03.678,adaptive staircase,2024.1.5,None,2024-09-12 12h08.19.740376 +0530,
97,0.5,20.0,121.00000920007005,,120.98507070005871,121.00000920007005,121.50017810007557,121.50017810007557,121.50017810007557,121.80000880011357,122.30136890010908,right,20.0,1,1,0.7979772000107914,182413,001,2024-09-12_12h08.03.678,adaptive staircase,2024.1.5,None,2024-09-12 12h08.19.740376 +0530,
98,0.5,20.0,122.31693790014833,,122.30151470005512,122.31693790014833,122.81677110004239,122.81677110004239,122.81677110004239,123.11670410004444,123.60130890016444,right,20.0,0,0,0.7828732000198215,182413,001,2024-09-12_12h08.03.678,adaptive staircase,2024.1.5,None,2024-09-12 12h08.19.740376 +0530,
99,0.5,20.0,123.6166755000595,,123.60144950007088,123.6166755000595,124.11683600000106,124.11683600000106,124.11683600000106,124.41669620014727,125.40168140013702,left,-20.0,0,0,1.2757210000418127,182413,001,2024-09-12_12h08.03.678,adaptive staircase,2024.1.5,None,2024-09-12 12h08.19.740376 +0530,
